StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q262,Q264,Q272_First Click,Q272_Last Click,Q272_Page Submit,Q272_Click Count,Q265,Q266,Q273_First Click,Q273_Last Click,Q273_Page Submit,Q273_Click Count,Q251,Q252,Q253,Q254,Q271,Q134,Q196_1,Q106,Q108,Q108_2_TEXT,Q268,Q268_2_TEXT,Q121,Q359,Q358,Q250,UserAgent,ResponseID
4/12/2022 3:27,4/12/2022 3:35,0,100,439,1,4/12/2022 3:35,R_3ls2paS41mEMs3C,,,,,anonymous,EN,This person can live comfortably and has a place to sleep every night without worry. This person can not only enjoy essentials like food and hygiene but they also enjoy entertainment and luxuries to enhance their life. Having an abundance of financial resources allows them to live stress free and even prioritize rest and happiness. ,"This person wakes up unsure of where they will be sleeping the next night. They don't know when or what their next meal will be. The lack of financial resources affects this person's hygiene, diet and mental and physical health. This person is not able to keep a steady job because of this. ",12.781,238.967,259.557,6,,,,,,,7,6,6,2,1,2,7,23,0,,1,,15,6,3,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",R_3ls2paS41mEMs3C
4/12/2022 3:29,4/12/2022 3:35,0,100,333,1,4/12/2022 3:35,R_3CWyDIiX7UK59b2,,,,,anonymous,EN,,,,,,,"The tallest person I know is in the military. They are 6 feet 8 inches tall. They have trouble fitting into some vehicles and have to watch for ceilings that are too low, in case they run into something hanging from them. They have to wait before standing up from a laying position, because their body needs more time to circulate their blood. If they stand too fast, they will faint.","The shortest person I know is a woman who is about 4 feet 3 inches tall. She became a teacher and is shorter than the majority of her students. She works in a middle school and is very independent, but does have daily struggles due to her height. She often needs people to reach for things for her. She is sometimes treated with less respect because of her height. But I feel like dealing with those things have made her a tougher person, and she's a very strong woman as a result.",4.724,85.537,233.586,3,7,7,6,1,1,1,2,27,1,,1,,50,1,1,3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",R_3CWyDIiX7UK59b2
4/12/2022 3:28,4/12/2022 3:36,0,100,471,1,4/12/2022 3:36,R_1jkOJuYUMGMfZXg,,,,,anonymous,EN,,,,,,,I work with a close friend of mine who is also quite tall. At work he is often sought after to complete things that are high up. Reaching high boxes or cleaning vents that are high up on the wall.,"I have a friend we play magic the gathering with. He is likely the shortest person I know. To my knowledge he does not suffer from the disadvantage of being short. He used to have trouble finding girlfriends back in the day, but he know is married with a child.",25.128,186.921,187.854,4,6,5,4,4,1,4,5,33,1,,1,,39,3,4,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",R_1jkOJuYUMGMfZXg
4/12/2022 3:30,4/12/2022 3:37,0,100,450,1,4/12/2022 3:37,R_sXTKt8IE0XXlIlj,,,,,anonymous,EN,"They are able to own multiple homes, keep food on the table, pursue hobbies, travel frequently, lease luxury vehicles & trade in every 2-3 years, pay for expensive meals, work from home, support their children through and after college, retire when they want to. Improve happiness and quality of life.","They are unable to live on their own, escape debt, support their child through college, leave their job, retire at a reasonable age. They are forced to take more loans and have trouble living within their means due to debt and low wages.",9.967,134.189,273.114,4,,,,,,,7,6,5,1,1,2,3,23,0,,1,,10,4,4,5,"Mozilla/5.0 (X11; CrOS x86_64 14989.107.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",R_sXTKt8IE0XXlIlj
4/12/2022 3:31,4/12/2022 3:38,0,100,394,1,4/12/2022 3:38,R_2w7BWb1xaBfgS2M,,,,,anonymous,EN,,,,,,,"I feel like the tallest person I know, who is at our office, can look over and see the entire place by himself. I'll often ask him if he sees So-and-So and they'll say, ""Yeah, they're two rows over."" I also feel like they seem somewhat dominant and people ask their opinions of things. At times it can be uncomfortable as the world is not really built for overly tall people, and things like doorways can be an issue.","The shortest person I know doesn't seem to really have any problems adjusting to things as far as I can tell. I think her attitude is extra extroverted to make up for her height difference. She has had problems getting things from higher places, but that's really the only thing I've noticed that I would call an impediment to her.",10.846,145.693,199.771,3,6,5,3,2,1,5,3,46,1,,1,,32,2,5,3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",R_2w7BWb1xaBfgS2M
4/12/2022 3:34,4/12/2022 3:39,0,100,293,1,4/12/2022 3:39,R_SCpreqrXLed3ccN,,,,,anonymous,EN,,,,,,,"I can't think of anything they can and can't do. I mean, they just exist like any other human being. I don't think their height affects their life positively or negatively. They're probably able to reach things in high places and whatnot, but that's about it. ","Again, I can't think of anything they can or can't do. They do need a stool to reach the higher cabinets in their kitchen and whatnot, but that's about it. They have to move their seat closer in the car when they drive, but that's not anything new or special. They're height doesn't totally makes that much of a difference to their abilities.",5.287,183.345,200.324,4,6,6,6,2,1,1,6,21,0,,1,,46,1,5,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",R_SCpreqrXLed3ccN
4/12/2022 3:28,4/12/2022 3:39,0,100,631,1,4/12/2022 3:39,R_2dNmClqbz6XnOq2,,,,,anonymous,EN,,,,,,,"The tallest person I know is Chris, who is 6'8"". Aside from the obvious of being able to reach things in places 90 percent of other people can't, and probably having a great deal of physical strength to go with his height, I think it would probably afford him a visual perspective on life in so many facets that the rest of us can't really comprehend. Certainly being a tall person gives you a certain social capital that's beneficial as well. On the negative side, being that tall is always the initial subject of conversation and almost is assigned as a personality trait by others; I'm sure he's heard every dumb height joke known to humankind. Probably the biggest everyday thing is that he doesn't fit well into his surroundings: doorways, cars, ceilings, mattresses, food portions, and so forth. His scale is just beyond the norm and he probably has to constantly compensate for that.","The shortest person I know is a lady I work with who is 4'11"". The can'ts are what come to mind first--she can't reach things and like a very tall person, she doesn't fit into everyday things like the rest of us do that one doesn't ordinarily think about, though perhaps she has a little easier time of it in that it's easier to fit a small thing into a large thing than the reverse. I have noted that she's always wearing very high heels, and that's a net negative for health reasons. On the other hand, because she's female, I don't think her height is held against her for social reasons and I infer is an asset in certain situations--being considered ""cute"" comes to mind. I think shorter people live longer, so that's maybe the biggest benefit of all.",1.32,485.226,498.848,16,7,6,5,1,1,1,7,53,0,,1,,18,4,5,3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",R_2dNmClqbz6XnOq2
4/12/2022 3:36,4/12/2022 3:39,0,100,172,1,4/12/2022 3:39,R_1gSWp5f0SfmLRUu,,,,,anonymous,EN,,,,,,,"They are able to reach objects on top shelves, leading to not having to use items like step-stools. They are uncomfortable on planes due to heigh restrictions.",They require help when needing to access objects that are high up and often get their view blocked at events. They are slightly insecure.,10.771,53.744,90.636,4,6,5,6,2,1,2,7,34,1,,1,,49,5,6,2,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,R_1gSWp5f0SfmLRUu
4/12/2022 3:33,4/12/2022 3:39,0,100,381,1,4/12/2022 3:40,R_27Qc3yW9l4JfEwH,,,,,anonymous,EN,"A work friend of mine was able to move across the country for another job opportunity. He has adopted a child, and has had the resources to live comfortably and own then sell a home for a high profit. He still works very hard for his money.","My (separated) wife relies on my income and is unable to spend much money on herself while struggling to provide any extras for our children. I still pay for all bills except groceries, so most of her income goes toward that.",3.068,137.7,218.462,9,,,,,,,6,5,5,2,1,3,7,51,1,,1,,5,5,3,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",R_27Qc3yW9l4JfEwH
4/12/2022 3:37,4/12/2022 3:40,0,100,187,1,4/12/2022 3:40,R_12ampJ1a5gxL6w7,,,,,anonymous,EN,,,,,,,"The tallest person I know was able to receive a college scholarship for basketball (not just because of their height, but also their hard work and talent). They were able to earn a degree without debt, and that benefited their long-term future in a positive way. They also unfortunately regularly get asked if they play basketball, and have their height be a major discussion point everywhere they go. ","The shortest person I know is often called short, which has resulted in some level of self esteem issues for them. They have told me how they wish they were taller to avoid such comments.",7.881,67.981,96.72,3,7,7,7,1,1,1,7,33,1,,1,,23,5,6,2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",R_12ampJ1a5gxL6w7
4/12/2022 3:35,4/12/2022 3:40,0,100,285,1,4/12/2022 3:40,R_VQExTwoW7gVWQ4V,,,,,anonymous,EN,,,,,,,"He's tall enough to easily reach things up high. He's older though, so he struggles to bend all the way down to the ground and reach things down low. He sometimes bumps his hear getting into the car and has a hard time finding leg room when traveling.","She can't reach some cabinets and needs to use a stepstool. She has to move her car seat really far forward and raise it up. She can have a hard time finding clothes, but typically does alright. ",2.37,166.505,190.07,13,7,7,6,2,1,1,8,22,0,,1,,44,2,5,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",R_VQExTwoW7gVWQ4V
4/12/2022 3:35,4/12/2022 3:41,0,100,342,1,4/12/2022 3:41,R_skiZ9HtkCLgYG8F,,,,,anonymous,EN,"The person with the most resources is a doctor friend of mine.  He makes ample amounts of money annually and there is not a lot he cannot do, except maybe retire at this point and maintain his lifestyle.  He just built a new million dollar plus house and has a huge bourbon collection.  His family also takes vacations regularly.",The least economic resources would likely be my Aunt.  Since her divorce she has not had great jobs.  She is now retired taking care of my grandfather in his seniorest years.  She struggles to pay all of her bills.,14.937,105.834,154.018,5,,,,,,,5,3,4,3,1,5,5,35,1,,1,,39,5,6,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",R_skiZ9HtkCLgYG8F
4/12/2022 3:35,4/12/2022 3:41,0,100,359,1,4/12/2022 3:41,R_4UUMykeGS5NoYdX,,,,,anonymous,EN,"My friend, June, has large resources.  She can afford to live an expensive lifestyle without worrying about running out of money.  She lives in a senior living community where her rent is over 4000 dollars per month.  She can go out to eat whenever she wants to.  She goes shopping at least once a week.","My friend Clara is 75 years old and is still working because she has to.  Her spending options are limited, but she has enough to get by and appears to be happy,",10.856,177.125,243.492,5,,,,,,,4,2,1,5,1,6,8,79,1,,1,,45,2,3,4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",R_4UUMykeGS5NoYdX
4/12/2022 3:34,4/12/2022 3:41,0,100,425,1,4/12/2022 3:41,R_23VwPakwtujmJSx,,,,,anonymous,EN,,,,,,,I know someone who is 6'9 but I don't know if there is anything they can not do. The person is an engineer and seems to have a very full life and is well balanced. I do not know how it has influenced their life only to say I have never seen him date a person under 5'7. ,The shortest person I know is 4'11 and I can not think of anything that they can not do.  I do not think that is all that short.  I have never known any midgets or dwarfs.  They seem to have a well rounded life and a good career. ,27.862,148.33,248.178,2,6,6,6,2,1,2,8,72,1,,1,,39,4,6,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",R_23VwPakwtujmJSx
4/12/2022 3:31,4/12/2022 3:41,0,100,631,1,4/12/2022 3:41,R_3fxfHIXShbEBVMc,,,,,anonymous,EN,,,,,,,"The person I know who is the tallest is a male who does very well at shooting basketball, he will always make the goal due to his height and ability to jump. He also is a very fast runner because his legs are not only long but they are strong. His height allows him to handle a lot of maintenance and DIY at home because he is able to reach higher places than most. He loves to joke around so he has the ability to take things and hold them way above our heads so that we have to jump and climb to reach things from him. His height causes him to struggle when walking into homes with low ceilings. He struggles riding in certain vehicles due to being so tall, his clothing is hard to find due to his height. ","I am a short person and so is my daughter so this makes it very hard for her to reach things that are in higher shelves. Struggling to get laundry out of the washing machine, struggling to change a light bulb in the home when one needs replacing. Cars have to be just right in order to reach the brakes and gas pedal with the seat way up to the steering wheel. Swimming is a big problem because 5 foot of water is over her head. It is hard reaching items in the grocery store that is on a higher shelf. Being short can be helpful when getting things off of the bottom shelves, doing exercises, sitting at a small desk or table. ",38.199,309.727,506.199,9,6,7,6,2,1,4,3,40,0,,1,,45,1,2,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",R_3fxfHIXShbEBVMc
4/12/2022 3:39,4/12/2022 3:42,0,100,152,1,4/12/2022 3:42,R_246Loyk7bjDeqac,,,,,anonymous,EN,,,,,,,"This person generally struggles to find clothing that fits them, and they have a hard time in small cars and airplanes",This person has a difficult time reaching tall shelves and cabinets,8.767,8.767,63.906,1,7,7,7,2,1,1,3,33,1,,1,,36,2,5,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",R_246Loyk7bjDeqac
4/12/2022 3:38,4/12/2022 3:42,0,100,228,1,4/12/2022 3:42,R_qWUHEQPTsB2d3bP,,,,,anonymous,EN,,,,,,,They are unable to take flights because their height makes it unbearable. He travels solely by foot or train. Many people think he is a myth. ,They fly everywhere. Their carbon footprint is greater than many wealthy people. ,15.136,56.201,79.386,5,6,5,5,2,1,1,5,24,1,,1,,30,3,5,2,"Mozilla/5.0 (X11; CrOS x86_64 15117.86.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",R_qWUHEQPTsB2d3bP
4/12/2022 3:39,4/12/2022 3:43,0,100,233,1,4/12/2022 3:43,R_2fplLRM4vvjVmgm,,,,,anonymous,EN,,,,,,,"The tallest person I know is EM. Because of his height, he can reach things on tall surfaces. This allows him to access more storage space.",The shortest person I know is AL. AL is pretty short but is able to access tall thing with a stick or broom handle. ,10.812,126.609,127.642,4,7,6,6,2,1,4,4,30,1,,1,,20,2,5,2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",R_2fplLRM4vvjVmgm
4/12/2022 3:39,4/12/2022 3:43,0,100,241,1,4/12/2022 3:43,R_bd8cA2jmM3rAynT,,,,,anonymous,EN,"The person I know who has the most economic resources can do about anything they'd like.   They take constant vacations, and pay cash for cars.    But they don't seem to be very happy.   They grumble about how much they tip, and don't help their kids with anything.","My friend lives paycheck to paycheck.  She is good about allowing herself to a studio membership so that she can work out, but she doesn't have extra money for anything else.   But I know I can always count on her!",8.662,17.482,157.427,2,,,,,,,7,6,6,1,1,2,8,59,0,,1,,36,5,2,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",R_bd8cA2jmM3rAynT
4/12/2022 3:39,4/12/2022 3:43,0,100,217,1,4/12/2022 3:43,R_2zAVLs18eDCq9io,,,,,anonymous,EN,,,,,,,"He is really good at basketball. He has a lot of knee issues and lower back issues. He often has a difficult time sitting in smaller cars, amusement park rides, and in planes.",She does not have any problems in relation to her height. She always has people taller to teach things that are too high for her. She has no problem fitting into cars or planes. ,1.067,93.083,134.983,6,1,1,1,7,1,4,6,22,1,,1,,5,4,3,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",R_2zAVLs18eDCq9io
4/12/2022 3:39,4/12/2022 3:43,0,100,225,1,4/12/2022 3:43,R_b9kE6FALQ1scodX,,,,,anonymous,EN,For the person I know who has the most economic resources they can travel indefinitely. Having a passive resource allows them to travel 365 days out of the year. Financial resources influence their lives by having freedom. ,For the person I know who has the least economic resources they can't pay bills have struggle to. Not having resources means they have trouble paying. The financial resources influence their life due to poverty level.,11,138.994,139.233,13,,,,,,,6,7,6,2,1,7,2,24,1,,1,,14,1,2,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",R_b9kE6FALQ1scodX
4/12/2022 3:40,4/12/2022 3:44,0,100,227,1,4/12/2022 3:44,R_3Pd8DNVtUZy73VS,,,,,anonymous,EN,,,,,,,The tallest person i know works a computer job. It doesn't really affect how they perform the job. I would assume it would make it harder to pack out desk computers. ,The shortest person i know sometimes has a hard time reaching things in other people houses. ,13.582,135.726,138.676,6,3,2,4,4,1,5,2,33,1,,1,,3,1,4,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",R_3Pd8DNVtUZy73VS
4/12/2022 3:34,4/12/2022 3:44,0,100,603,1,4/12/2022 3:44,R_2WvSkmcDhiEW1Qc,,,,,anonymous,EN,"The person who has the most economic resources that I know personally is my uncle. He is a lawyer and has his own business. My uncle was able to buy two houses also travels very frequently. My uncle travels with my aunt at least two times a year and is able to spend money on things that he both needs and wants. He was also able to send my cousin, his daughter, to a private university and provide for her while she did four years of college.",The person I know who has the least economic resources is one of my aunts in my dad's side of the family. Her family lives in an apartment complex which is very rundown and relies on government assistance for groceries and medical help. She is unable to leave her home because of an amputation caused by diabetes. She is unable to travel anywhere or even buy things that she needs.,43.102,426.136,450.281,14,,,,,,,6,5,5,3,1,2,4,23,0,,1,,45,3,3,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",R_2WvSkmcDhiEW1Qc
4/12/2022 3:41,4/12/2022 3:46,0,100,307,1,4/12/2022 3:46,R_3pnDvvnzF76N3EG,,,,,anonymous,EN,My friend Jon has quite a lot of money.  He still lives at home with his parents but has over a 100k salary. He is able to purchase fancy watches and a nice car. There isn't much he couldn't afford to do with the resources he has.,"My friend Matt has the least amount of financial resources.  He would not be able to take nice vacations although he does go out to clubs often, which probably isn't the best use for his money.  He does not drive the best car and also lives at home with his parents.  He would not be able to afford the best place to live otherwise.",3.866,194.876,195.399,5,,,,,,,5,1,1,6,1,7,7,30,1,,1,,31,3,6,5,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",R_3pnDvvnzF76N3EG
4/12/2022 3:43,4/12/2022 3:47,0,100,199,1,4/12/2022 3:47,R_3lQ4VxUbY73lirF,,,,,anonymous,EN,,,,,,,My boyfriend is the tallest person in my life. He has trouble sitting in the middle or window seat on planes because his legs are so long that it is uncomfortable.,"My friend Bridget is the shortest person in my life. She has trouble finding bikes that work for her, so she can still touch the ground. She also needs a stool to get to her high shelves/cabinets.",0.769,92.352,108.16,5,6,5,3,4,1,5,7,23,0,,1,,45,4,5,2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",R_3lQ4VxUbY73lirF
4/12/2022 3:43,4/12/2022 3:47,0,100,247,1,4/12/2022 3:47,R_1EZsajXps4XW5Wi,,,,,anonymous,EN,"My friend Leigha can do whatever she wants. Buy anything, go anywhere, and travel in whatever manner she desires. This freedom makes Leigha a free spirit who carries herself confidently. Leigha has to be careful that new friends have pure motives for wanting to know Leigha. ",My friend Bianca has to often say no to things because she can't afford them. She has to exclude herself from things her friends and family are able to do. Bianca works a different schedule then us and it is hard to find overlapping free time. ,14.305,97.665,133.125,11,,,,,,,5,4,4,4,1,2,8,30,1,,1,,5,6,6,4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",R_1EZsajXps4XW5Wi
4/12/2022 3:43,4/12/2022 3:47,0,100,219,1,4/12/2022 3:47,R_2YbrTvUnjTHoo3A,,,,,anonymous,EN,"My girlfriend, it has changed her for the worst because of it. She's grown more entitled and looks down on people making less, even though those people helped get her where she is and financially supported her over it all.","Me, I was making decent until hour cuts and inflation. Now I scrape by and will have even less resources once she moves out.",12.206,105.847,106.184,3,,,,,,,6,6,3,3,1,3,6,33,1,,1,,42,1,3,4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",R_2YbrTvUnjTHoo3A
4/12/2022 3:42,4/12/2022 3:48,0,100,353,1,4/12/2022 3:48,R_2sRbkFCn7g8U3ae,,,,,anonymous,EN,,,,,,,"The tallest person I know can do things others can't do, mainly reaching things high on shelves for themselves and others. They are also very strong despite not working out at all. However, I have been with them at an amusement park and some of the more tight rides they have trouble fitting into. They look quite uncomfortable with their knees often pressed against them. I can only imagine that this person faces the same problem on planes.","The shortest person I know feels like the complete opposite of the tallest person I know. They are not very strong but they have very high stamina and can walk long and difficult terrain without tire. They are able to fit comfortably in many places in this world, although rarely things will be too big. Although they cannot reach tall things, they can adeptly weave in and out of a crowd without being burdened.",2.214,128.734,235.677,6,6,7,7,1,1,2,5,27,0,,1,,5,5,5,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",R_2sRbkFCn7g8U3ae
4/12/2022 3:39,4/12/2022 3:48,0,100,549,1,4/12/2022 3:48,R_Bxni8dzBIW3DdcJ,,,,,anonymous,EN,They are able to do a lot of different things without having to worry about the financial burdens that they have. Things like vacations or things that seem like luxuries are easily without their reach and allows them to not worry about that kind of stuff,"They have to focus a lot on their finances and have very little ability to save or spend on necessities, let alone luxuries. It ends up influencing the work and day to day life a lot. ",19.99,289.607,343.729,8,,,,,,,6,5,7,2,1,2,7,25,2,Agender,1,,34,5,5,4,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",R_Bxni8dzBIW3DdcJ
4/12/2022 3:44,4/12/2022 3:49,0,100,289,1,4/12/2022 3:49,R_6WhWe2lfUAFV2vL,,,,,anonymous,EN,A neighbor Marty has the most economic resources. He and his wife can afford to go on cruises and long vacations. They travel internationally. They visit their son and daughter and grandchildren regularly. Marty has renovated his home. He has replaced his roof and his siding. He has landscaped his backyard into a flower and vegetable garden and goldfish pond with waterfall. Financial resources allow Marty to do whatever he wants to do.,"The person with the least economic resources is Ellie, a coworker. Ellie cannot afford a better apartment for themselves. Ellie cannot afford to travel to visit family and friends in another state. Ellie needs to save money to pay rent and bills. Financial resources control Ellie's life.",17.599,209.286,209.674,3,,,,,,,7,7,7,1,1,4,4,59,1,,1,,22,4,6,5,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,R_6WhWe2lfUAFV2vL
4/12/2022 3:43,4/12/2022 3:49,0,100,329,1,4/12/2022 3:49,R_2P1AxW83PA28ZNk,,,,,anonymous,EN,,,,,,,"The tallest person can easily see over others, reach things that are out of reach for others, get clothes custom made, play sports. Tall people are often uncomfortable in tight places such as airplanes, trains or subways. They are often too long for standard beds, have to be in the back of the line by size order or often in the back for a lot of things due to their height. ","short people can wear high heels, fit small items and in small places, be carried or lifted, always in the front or let through by taller people. Short people cannot reach things and require assistance a lot to get things done in the home, kitchen or market.",21.543,139.607,207.678,6,5,4,5,2,2,4,6,33,0,,1,,8,4,6,2,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0,R_2P1AxW83PA28ZNk
4/12/2022 3:43,4/12/2022 3:49,0,100,332,1,4/12/2022 3:49,R_1GCVSKfcR51ISia,,,,,anonymous,EN,,,,,,,"He has to duck to walk through certain doorways, but can reach things on the top shelf at the store. H can put things out of the sight of most people. He can also see the dust on top of the fridge.","She can not reach much of anything, and has to have people reach them for her. On the bright side, she is closer to the ground so falls are not as bad.",57.36,180.206,183.884,13,2,2,2,6,1,5,4,47,0,,1,,5,3,3,1,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",R_1GCVSKfcR51ISia
4/12/2022 3:40,4/12/2022 3:49,0,100,550,1,4/12/2022 3:49,R_3HFC1bmynMO1eEV,,,,,anonymous,EN,"The person that I know who has the most economic resources can go anywhere she wants at any time. She retired early and she can buy the best life has to offer. Although she has tried, she cannot buy friendship or love. Her access to wealth and the resources wealth provides makes her life easier in many ways, but she struggles in the ""love"" department.

","The person that I know with the least economic resources can't pay the simplest of bills and struggles to keep food on the table. But she has the most love in her life, and because of the love she receives from others, people help her keep her bills paid and her head ""above water"". ",21.085,396.094,397.068,40,,,,,,,7,6,7,1,1,2,4,39,0,,1,,11,5,5,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",R_3HFC1bmynMO1eEV
4/12/2022 3:43,4/12/2022 3:50,0,100,377,1,4/12/2022 3:50,R_VViWKl7T3pejqE1,,,,,anonymous,EN,"They cant relax because they are always worried about making more resources. They have a lot more to loose to theft, might end up having their house and car broken into. They have to be careful not to flaunt what they have. They can go on vacation, and do fun things because they have the resources to do so.","They cant afford to go out and have fun, or get devices they want because they lack resources. They have to be more conscious of how they spend their money on their day to day items. They can go out in public and not worry as much about someone wanting to steal from them because they dont look like someone with much to steal. ",11.113,241.205,264.591,20,,,,,,,7,7,7,1,7,3,2,30,0,,1,,49,1,2,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",R_VViWKl7T3pejqE1
4/12/2022 3:40,4/12/2022 3:50,0,100,609,1,4/12/2022 3:50,R_3PG06XPQz8lyqbh,,,,,anonymous,EN,My person with the most economic resources can do many things that the person with the least can do.  She can go on trips around the world if she chooses to do so.  She can pay off charges to any of her credit cards in full each month.  She is the smartest person that I know when it comes to money management.  She has all sorts of stocks and bonds and other money related things that I know nothings about.,I am probably the person with the least economic resources.  I worry about paying my rent and making groceries each month.  I struggle to pay my bills each month.  I am sometimes ashamed that I can't take care of my household needs each month.,37.627,299.23,326.246,6,,,,,,,7,4,7,1,1,4,3,69,0,,1,,11,1,3,4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",R_3PG06XPQz8lyqbh
4/12/2022 3:42,4/12/2022 3:51,0,100,548,1,4/12/2022 3:51,R_dnSSEhhu0kHUH1D,,,,,anonymous,EN,"They are able to take vacations once a year, got to the spa whenever they want and have more than one car. Their finances influence their life because they are not limited to the amount of money they can spend.",They are not able to take vacations and they do not have a car; they have to use public transportation. Their finances influence their life because they are limited by the amount of money they can spend in a month. ,48.62,271.883,279.128,5,,,,,,,7,5,2,1,1,4,6,58,0,,1,,21,4,3,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",R_dnSSEhhu0kHUH1D
